"Laikotarpis","Rodiklis","Pajamų, sąnaudų, pelno sudedamosios dalys","Ekonominės veiklos rūšis (EVRK 2 red., 2 ženklų lygiu)","Matavimo vienetai","Reikšmė"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","533"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1010"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","770"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","2308"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","650"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-345"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1437"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-534"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-2775"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-384"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","5381"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1382"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-2019"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","188"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","825"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1367"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-926"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1900"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","2026"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","33"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-2150"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-639"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","3740"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","487"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","5786"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-1046"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1114"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","4381"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-7975"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-2775"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","2201"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-10690"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-3707"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-2920"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","11716"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-13358"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1815"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-402"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","3325"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-4801"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-3274"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","1254"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","4812"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-2576"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-4708"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-627"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","3223"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-734"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","3069"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","6109"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-8150"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-1410"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Žvejyba ir akvakultūra","tūkst. EUR","-2385"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","5798"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","16773"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","15633"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","13658"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","6283"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","18890"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","17753"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","12143"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","-1429"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","-2616"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","4193"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","5268"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","3234"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","10472"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","9605"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","8214"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","5741"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","36964"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","15003"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","7286"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","10565"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","6863"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","12820"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","4366"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","860"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","21664"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","12382"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","5601"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","5318"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","14850"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","7507"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","418"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","6498"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","6575"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","5970"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","798"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","-3506"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","7944"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","5983"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","1876"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","-1718"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","9169"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","8947"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","4575"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","-4264"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","14393"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","15694"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","2616"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","-223"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","10214"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","16091"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","3755"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Kasyba ir karjerų eksploatavimas","tūkst. EUR","882"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","92155"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","251352"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","270365"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","113769"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","144510"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","267460"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","138676"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","-183744"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","-38203"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","65641"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","47489"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","-51512"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","18329"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","117475"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","212685"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","141205"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","205218"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","188573"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","150232"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","101776"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","154076"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","81967"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","289250"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","91260"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","114374"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","126437"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","161604"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","22932"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","138992"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","183415"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","208374"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","82556"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Pelnas,  nuostolis (-) prieš apmokestinimą","Apdirbamoji gamyba","tūkst. EUR","244331"
