"Laikotarpis","Rodiklis","Pajamų, sąnaudų, pelno sudedamosios dalys","Ekonominės veiklos rūšis (EVRK 2 red., 2 ženklų lygiu)","Matavimo vienetai","Reikšmė"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR",
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","29404"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","32346"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","33607"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","38517"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","44402"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","49119"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","45845"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","51420"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","41759"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","44877"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","44779"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","53604"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","50483"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","55158"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","55821"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","66151"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Žmonių sveikatos priežiūra ir socialinis darbas","tūkst. EUR","73944"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR",
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","15820"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","18100"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","17690"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","19469"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","23026"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","22751"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","22417"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","24203"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","30677"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","27953"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","34317"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","32423"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","29557"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","28078"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","27630"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","30531"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Meninė, pramoginė ir poilsio organizavimo veikla","tūkst. EUR","29949"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR",
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","9748"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","10184"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","9974"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","11388"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","9147"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","9462"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","10026"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","13898"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","10609"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","12259"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","11970"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","13900"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","10960"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","9765"
